dataset,configuration_id,E,L,R,depth,metric,n,mean,median,sd,q1,q3,iqr,minimum,maximum,bootstrap_median,bootstrap_ci_lo,bootstrap_ci_hi
independent_seed,4,0,0,1,6,prepared_state_infidelity,50,0.9210953452056012,0.979983609978072,0.1489046547677395,0.919305142588197,0.9966977772083655,0.07739263462016854,0.34718766036640136,0.9999998530011246,0.9234399997771592,0.8782218382627431,0.958103673957985
independent_seed,5,1,1,0,1,prepared_state_energy,50,-0.11205725351149134,-0.06792268409458026,1.2552486172163733,-1.0837416096673542,0.72386409942253,1.8076057090898843,-2.4352898901982103,2.6168535410901845,-0.11364680294425478,-0.4453304962972057,0.22200817746200907
independent_seed,5,1,1,0,1,normalized_prepared_state_energy,50,0.48365098645003635,0.4900901650913806,0.18313920793480062,0.3418834505943512,0.6056108694345039,0.2637274188401527,0.1446942418693387,0.8817956683827394,0.4834190731699922,0.4350268359251867,0.5323907162436112
independent_seed,5,1,1,0,1,prepared_state_fidelity,50,0.06380836766026202,0.020814332676343444,0.10184404955378373,0.0059101067535432435,0.055577032687163935,0.049666925933620695,2.410276187406362e-07,0.38992671860219325,0.06327029877987553,0.03803343540975389,0.09206601799481903
independent_seed,5,1,1,0,1,prepared_state_infidelity,50,0.9361916323397381,0.9791856673236565,0.10184404955378375,0.9444229673128361,0.9940898932464568,0.049666925933620654,0.6100732813978067,0.9999997589723812,0.9367297012201249,0.9079339820051813,0.9619665645902462
independent_seed,5,1,1,0,2,prepared_state_energy,50,0.026593783507415158,-0.053420029909707935,1.029003814182929,-0.6208113605137852,0.7308909411850053,1.3517023016987904,-2.040364937751455,2.720430759392636,0.018531078363835843,-0.24907943923687645,0.3023565803400067
independent_seed,5,1,1,0,2,normalized_prepared_state_energy,50,0.5038799998508169,0.49220608425188905,0.15013037330346343,0.409424396663707,0.606636076885054,0.19721168022134705,0.2023132999529696,0.896907455370457,0.5027036612247037,0.46365962042177444,0.5441134480276419
independent_seed,5,1,1,0,2,prepared_state_fidelity,50,0.0490429542944434,0.01188863352708035,0.09223048429972898,0.00393412927601701,0.03914586366917972,0.03521173439316271,4.830703656729865e-06,0.4371258698573501,0.04834684423957927,0.026217475104298938,0.07736891667291873
independent_seed,5,1,1,0,2,prepared_state_infidelity,50,0.9509570457055565,0.9881113664729196,0.09223048429972898,0.9608541363308203,0.996065870723983,0.03521173439316272,0.5628741301426499,0.9999951692963432,0.9516531557604206,0.9226310833270811,0.973782524895701
independent_seed,5,1,1,0,3,prepared_state_energy,50,0.06741207172379081,0.02461561135855203,1.1142473950319596,-0.6920868666746145,0.788804518461609,1.4808913851362235,-2.071761133857688,2.6629291511202884,0.07546116321268406,-0.23675346838055517,0.3877486358567834
